encodeur,condition,variante,type,statistique,estimation,ic_bas,ic_haut
A0 ep300,image,equilibree,image,exactitude,0.9925412892914225,0.988279168886521,0.9962706446457112
A0 ep300,image,equilibree,image,exactitude_equilibree,0.9908822598844214,0.9856910764733843,0.9955164459975613
A0 ep300,image,equilibree,image,f1_macro,0.9908044984602874,0.985641352271433,0.9953387555680625
A0 ep300,image,equilibree,grappe_sources,exactitude,0.9925412892914225,0.9852660468364652,0.9975845410628019
A0 ep300,image,equilibree,grappe_sources,exactitude_equilibree,0.9908822598844214,0.9833077332582719,0.9968759422697192
A0 ep300,image,equilibree,grappe_sources,f1_macro,0.9908044984602874,0.9781432995380978,0.9968631447813241
A0 ep300,image,brute,image,exactitude,0.9936068193926478,0.9898641449120937,0.996803409696324
A0 ep300,image,brute,image,exactitude_equilibree,0.9919995463763476,0.9869876340177755,0.9962473785281365
A0 ep300,image,brute,image,f1_macro,0.9920654538964094,0.9870488437029287,0.9963023287342208
A0 ep300,image,brute,grappe_sources,exactitude,0.9936068193926478,0.9881590643357709,0.9981481481481481
A0 ep300,image,brute,grappe_sources,exactitude_equilibree,0.9919995463763476,0.9850435581495893,0.9971180705624587
A0 ep300,image,brute,grappe_sources,f1_macro,0.9920654538964094,0.981737722822804,0.9970040710197406
A0 ep300,source,equilibree,image,exactitude,0.632193094629156,0.6194013746803069,0.6446611253196931
A0 ep300,source,equilibree,image,exactitude_equilibree,0.6545212692920306,0.6420726480450235,0.666275534107347
A0 ep300,source,equilibree,image,f1_macro,0.635607930654815,0.6231139581340543,0.6477316924928157
A0 ep300,source,equilibree,grappe_sources,exactitude,0.632193094629156,0.5024017890455936,0.7664065937219044
A0 ep300,source,equilibree,grappe_sources,exactitude_equilibree,0.6545212692920306,0.5187724867274487,0.7621903182286581
